Target	Effector	Median_FCC	MAD
PGK	TKT2	-0.0028547	0.0100923
PGK	FBPase	0.014561	0.010850599999999998
PGK	FBA	0.01994	0.0187725
PGK	SBPase	0.053873	0.04920700000000001
PGK	RPI	0.0009499	0.0104561
PGK	RPE	0.0024781	0.0048033
PGK	PRK	0.023337	0.048733
PGK	PGM	0.036439	0.030503000000000002
PGK	ENO	0.0050548	0.00492494
PGK	PYK	0.012801	0.0079845
PGK	PDH	0.0011767	0.0059172
PGK	XFPK1	0.005318	0.0069321
PGK	XFPK2	0.00022196	0.00037704000000000004
PGK	PTA	0.0016686	0.0030064999999999996
PGK	ATPSyn	0.0042402	0.0120718
PGK	NADPase	0.10109	0.10884999999999999
PGK	PNT	-0.00023667	0.00046243
PGK	PGI	-0.0086325	0.008519589999999999
PGK	ZWF	0.00054547	0.0003685699999999999
PGK	DEVB	0.00022615	0.000196343
PGK	GND	4.418e-05	4.321322e-05
PGK	CS	0.00012496	0.008702960000000001
PGK	ACO	0.010343	0.0083705
PGK	ICD	0.0025412	0.00237683
PGK	MDH	0.0041293	0.0032538899999999997
PGK	PPK	0.0026431	0.00254018
PGK	ME	0.0055541	0.00594834
PGK	PGP	-9.4584e-20	2.678905416e-15
PGK	GLCO	-2.2325e-20	1.060322325e-15
PGK	RuBisO	0.043739	0.018546
PGK	FUMC	-0.007611	0.007578227999999999
PGK	TAL	0.013286	0.025721
PGK	Sink_R5P	-0.03596	0.024926999999999998
PGK	Sink_E4P	-0.010319	0.006111
PGK	Sink_PYR	0.013524	0.012022399999999999
PGK	Sink_P3G	-0.18052	0.09264400000000002
PGK	Sink_O2G	0.00064325	0.000641494
PGK	Sink_G6P	-0.028452	0.0259534
PGK	Sink_GLX	-8.917e-21	1.204191083e-15
PGK	Sink_H2O2	-6.4077e-22	1.3519993592300002e-15
PGK	Sink_OAA	0.078062	0.040527999999999995
PGK	Sink_ACCOA	0.005863	0.009318
PGK	Supply_COA	0.0042424	0.004862699999999999
PGK	Supply_P_i	0.56235	0.25842000000000004
PGK	Supply_FUM	-0.0055061	0.00593371
GAPD	RuBisC	-0.019666	0.04868299999999999
GAPD	PGK	0.0020207	0.00222915
GAPD	GAPD	0.002095	0.00225779
GAPD	TPI	0.011874	0.015633
GAPD	ALD	-0.0060627	0.0061684
GAPD	TKT1	0.010491	0.01018455
GAPD	TKT2	-0.0028547	0.0100923
GAPD	FBPase	0.014561	0.010850599999999998
GAPD	FBA	0.01994	0.0187725
GAPD	SBPase	0.053873	0.04920700000000001
GAPD	RPI	0.0009499	0.0104561
GAPD	RPE	0.0024781	0.0048033
GAPD	PRK	0.023337	0.048733
GAPD	PGM	0.036439	0.030503000000000002
GAPD	ENO	0.0050548	0.00492494
GAPD	PYK	0.012801	0.0079845
GAPD	PDH	0.0011767	0.0059172
GAPD	XFPK1	0.005318	0.0069321
GAPD	XFPK2	0.00022196	0.00037704000000000004
GAPD	PTA	0.0016686	0.0030064999999999996
GAPD	ATPSyn	0.0042402	0.0120718
GAPD	NADPase	0.10109	0.10884999999999999
GAPD	PNT	-0.00023667	0.00046243
GAPD	PGI	-0.0086325	0.008519589999999999
GAPD	ZWF	0.00054547	0.0003685699999999999
GAPD	DEVB	0.00022615	0.000196343
GAPD	GND	4.418e-05	4.321322e-05
GAPD	CS	0.00012496	0.008702960000000001
GAPD	ACO	0.010343	0.0083705
GAPD	ICD	0.0025412	0.00237683
GAPD	MDH	0.0041293	0.0032538899999999997
GAPD	PPK	0.0026431	0.00254018
GAPD	ME	0.0055541	0.00594834
GAPD	PGP	1.6258e-18	2.6124742e-15
GAPD	GLCO	6.2331e-21	1.0340937669e-15
GAPD	RuBisO	0.043739	0.018546
GAPD	FUMC	-0.007611	0.007578227999999999
GAPD	TAL	0.013286	0.025721
GAPD	Sink_R5P	-0.03596	0.024926999999999998
GAPD	Sink_E4P	-0.010319	0.006111
GAPD	Sink_PYR	0.013524	0.012022399999999999
GAPD	Sink_P3G	-0.18052	0.09264400000000002
GAPD	Sink_O2G	0.00064325	0.000641494
GAPD	Sink_G6P	-0.028452	0.0259534
GAPD	Sink_GLX	7.8323e-21	1.1801078323e-15
GAPD	Sink_H2O2	-4.959e-22	1.3204995041e-15
GAPD	Sink_OAA	0.078062	0.040527999999999995
GAPD	Sink_ACCOA	0.005863	0.009318
GAPD	Supply_COA	0.0042424	0.004862699999999999
GAPD	Supply_P_i	0.56235	0.25842000000000004
GAPD	Supply_FUM	-0.0055061	0.00593371
TPI	RuBisC	-0.023946	0.048365
TPI	PGK	0.0019836	0.0022237299999999997
TPI	GAPD	0.0020562	0.0022533
TPI	TPI	0.01497	0.0171953
TPI	ALD	-0.0061541	0.006512899999999999
TPI	TKT1	0.0094763	0.01009977
TPI	TKT2	-0.0045711	0.0106589
TPI	FBPase	0.01583	0.011440700000000002
TPI	FBA	0.022778	0.0209121
TPI	SBPase	0.061022	0.0542073
TPI	RPI	0.00040839	0.01094739
TPI	RPE	0.0016546	0.0050871
TPI	PRK	0.015701	0.050848
TPI	PGM	0.037533	0.030752499999999995
TPI	ENO	0.0052513	0.0050428700000000005
TPI	PYK	0.011617	0.008113
TPI	PDH	-8.2013e-05	0.006334887
TPI	XFPK1	0.01018	0.008949
TPI	XFPK2	0.00047928	0.000468726
TPI	PTA	0.0037835	0.0039848
TPI	ATPSyn	-0.00061004	0.01262996
TPI	NADPase	0.10196	0.11021
TPI	PNT	-0.0002692	0.00046136
TPI	PGI	-0.0079488	0.00835404
TPI	ZWF	0.00067716	0.00042953999999999996
TPI	DEVB	0.0002848	0.00024191000000000002
TPI	GND	5.5795e-05	5.42823e-05
TPI	CS	-0.00014825	0.00927005
TPI	ACO	0.011114	0.0089215
TPI	ICD	0.0027507	0.00256261
TPI	MDH	0.0037145	0.00316706
TPI	PPK	0.0024544	0.002428749
TPI	ME	0.0046805	0.0058865
TPI	PGP	-7.0202e-21	1.864570202e-16
TPI	GLCO	1.0918e-21	8.19580918e-17
TPI	RuBisO	0.043342	0.018841999999999998
TPI	FUMC	-0.0078099	0.0077015799999999995
TPI	TAL	0.017546	0.0274489
TPI	Sink_R5P	-0.039613	0.026257000000000003
TPI	Sink_E4P	-0.012189	0.006400000000000001
TPI	Sink_PYR	0.014838	0.012562999999999998
TPI	Sink_P3G	-0.18841	0.09663000000000002
TPI	Sink_O2G	0.00070186	0.0006995084
TPI	Sink_G6P	-0.026879	0.02645939
TPI	Sink_GLX	-6.2964e-22	8.477862963999999e-17
TPI	Sink_H2O2	6.78e-23	9.55860678e-17
TPI	Sink_OAA	0.076508	0.041114000000000005
TPI	Sink_ACCOA	0.0069324	0.0104648
TPI	Supply_COA	0.0057904	0.00603871
TPI	Supply_P_i	0.57804	0.26625
TPI	Supply_FUM	-0.0056645	0.00605589
ALD	RuBisC	-0.039149	0.329109
ALD	PGK	-0.00014499	0.01137799
ALD	GAPD	-0.0001809	0.011553899999999999
ALD	TPI	-0.034372	0.200258
ALD	ALD	0.31392	0.22349000000000008
ALD	TKT1	-0.21641	0.18594
ALD	TKT2	0.17605	0.1663521
ALD	FBPase	0.51062	0.2713
ALD	FBA	-0.41066	0.356293
ALD	SBPase	-0.33858	0.6453
ALD	RPI	0.05656	0.10136
ALD	RPE	-0.0075465	0.0567675
ALD	PRK	0.14198	0.3893
ALD	PGM	-0.016227	0.173487
ALD	ENO	-0.0014999	0.0253989
ALD	PYK	0.02712	0.07023599999999999
ALD	PDH	-0.041204	0.078467
ALD	XFPK1	-0.011039	0.07547799999999999
ALD	XFPK2	9.051e-05	0.004238110000000001
ALD	PTA	-0.0023856	0.0298774
ALD	ATPSyn	0.042455	0.095152
ALD	NADPase	0.024674	0.567326
ALD	PNT	-0.0028524	0.0039193000000000006
ALD	PGI	0.067284	0.080457
ALD	ZWF	0.0002859	0.0020459000000000002
ALD	DEVB	8.0018e-05	0.000832878
ALD	GND	8.2515e-06	0.0001792815
ALD	CS	-0.12196	0.16736
ALD	ACO	0.15493	0.14472400000000002
ALD	ICD	0.033252	0.03286305
ALD	MDH	0.01019	0.021359000000000003
ALD	PPK	0.0023269	0.0170701
ALD	ME	0.0027114	0.0504806
ALD	PGP	1.8539e-19	5.0994539e-16
ALD	GLCO	1.7904e-21	2.290517904e-16
ALD	RuBisO	0.1417	0.13630409999999998
ALD	FUMC	-0.06696	0.0630758
ALD	TAL	-0.57057	0.4485
ALD	Sink_R5P	0.14098	0.21944000000000002
ALD	Sink_E4P	0.025288	0.049208
ALD	Sink_PYR	0.13186	0.12311920000000001
ALD	Sink_P3G	0.10754	0.6699499999999999
ALD	Sink_O2G	0.0079378	0.00814873
ALD	Sink_G6P	0.22423	0.25509000000000004
ALD	Sink_GLX	1.883e-21	2.3111188300000004e-16
ALD	Sink_H2O2	5.1005e-22	2.5880051004999997e-16
ALD	Sink_OAA	0.42365	0.350343
ALD	Sink_ACCOA	0.12433	0.14168000000000003
ALD	Supply_COA	0.014653	0.058755
ALD	Supply_P_i	0.17706	1.79866
ALD	Supply_FUM	-0.048788	0.04782744
TKT1	RuBisC	-0.0029659	0.0622011
TKT1	PGK	0.0018328	0.0023596
TKT1	GAPD	0.0019154	0.0023915
TKT1	TPI	0.00016436	0.01503564
TKT1	ALD	-0.0052714	0.0055056
TKT1	TKT1	0.014501	0.012783
TKT1	TKT2	0.0031395	0.0110939
TKT1	FBPase	0.0082089	0.0104448
TKT1	FBA	0.0071278	0.0155449
TKT1	SBPase	0.021078	0.041342000000000004
TKT1	RPI	0.0054507	0.0114214
TKT1	RPE	0.0065855	0.006632595
TKT1	PRK	0.063007	0.05304769999999999
TKT1	PGM	0.03045	0.03508399999999999
TKT1	ENO	0.0038157	0.0051773
TKT1	PYK	0.018772	0.0095636
TKT1	PDH	0.0074602	0.006798800000000001
TKT1	XFPK1	-0.015634	0.010791000000000002
TKT1	XFPK2	0.0021608	0.0005731999999999998
TKT1	PTA	-0.0032502	0.0050671
TKT1	ATPSyn	0.030259	0.0238569
TKT1	NADPase	0.086716	0.10637400000000001
TKT1	PNT	-0.00011173	0.0005782
TKT1	PGI	-0.010456	0.009985
TKT1	ZWF	1.1048e-05	0.000216448
TKT1	DEVB	2.9871e-06	8.77741e-05
TKT1	GND	2.332e-07	1.87692e-05
TKT1	CS	0.0016809	0.0083512
TKT1	ACO	0.0064827	0.006415891
TKT1	ICD	0.0013828	0.0016034999999999999
TKT1	MDH	0.0060297	0.0041933
TKT1	PPK	0.003405	0.0031554
TKT1	ME	0.0092009	0.007845999999999999
TKT1	PGP	7.9977e-20	6.107600229999999e-16
TKT1	GLCO	-1.8927e-20	2.1688892700000002e-16
TKT1	RuBisO	0.047767	0.020551999999999997
TKT1	FUMC	-0.0070521	0.0082299
TKT1	TAL	-0.0033984	0.025287399999999998
TKT1	Sink_R5P	-0.019619	0.0245124
TKT1	Sink_E4P	-0.001992	0.0058414
TKT1	Sink_PYR	0.0085279	0.012742100000000001
TKT1	Sink_P3G	-0.1461	0.088982
TKT1	Sink_O2G	0.00028847	0.00043594
TKT1	Sink_G6P	-0.034458	0.030249400000000003
TKT1	Sink_GLX	0.0	2.3774e-16
TKT1	Sink_H2O2	-6.548e-22	2.644893452e-16
TKT1	Sink_OAA	0.089318	0.045905999999999995
TKT1	Sink_ACCOA	0.0014523	0.0099057
TKT1	Supply_COA	-1.2344e-05	0.005993956
TKT1	Supply_P_i	0.50251	0.26032999999999995
TKT1	Supply_FUM	-0.0049041	0.006323199999999999
TKT2	RuBisC	-0.017119	0.053798
TKT2	PGK	0.0015926	0.002098
TKT2	GAPD	0.0016606	0.0021259
TKT2	TPI	0.012313	0.0165652
TKT2	ALD	-0.006805	0.006770854000000001
TKT2	TKT1	0.010683	0.01071715
TKT2	TKT2	-0.0011613	0.0108737
TKT2	FBPase	0.015159	0.0115954
TKT2	FBA	0.02158	0.020249999999999997
TKT2	SBPase	0.056954	0.052169
TKT2	RPI	0.00108	0.0108151
TKT2	RPE	0.0045408	0.0057523
TKT2	PRK	0.036062	0.05078200000000001
TKT2	PGM	0.036353	0.0315334
TKT2	ENO	0.0050151	0.004963352999999999
TKT2	PYK	0.013893	0.008542300000000001
TKT2	PDH	0.00023117	0.00666313
TKT2	XFPK1	0.012218	0.0097628
TKT2	XFPK2	0.00058411	0.000514907
TKT2	PTA	0.0047511	0.004678924
TKT2	ATPSyn	-0.00070453	0.01401053
TKT2	NADPase	0.088694	0.104652
TKT2	PNT	-0.00031479	0.00049599
TKT2	PGI	-0.014435	0.0121613
TKT2	ZWF	3.3852e-05	0.00022470200000000002
TKT2	DEVB	9.6626e-06	9.07374e-05
TKT2	GND	9.4825e-07	1.933025e-05
TKT2	CS	0.0006813	0.009581699999999999
TKT2	ACO	0.011334	0.009153
TKT2	ICD	0.0027746	0.00259461
TKT2	MDH	0.0045562	0.0035097999999999996
TKT2	PPK	0.0030669	0.00288006
TKT2	ME	0.0056447	0.006468300000000001
TKT2	PGP	1.7461e-19	7.0269461e-16
TKT2	GLCO	-2.1431e-20	2.4747856899999997e-16
TKT2	RuBisO	0.047674	0.018859999999999995
TKT2	FUMC	-0.0091753	0.008104
TKT2	TAL	0.0081784	0.0272786
TKT2	Sink_R5P	-0.027436	0.025659000000000005
TKT2	Sink_E4P	-0.015647	0.006155400000000002
TKT2	Sink_PYR	0.0165	0.0134225
TKT2	Sink_P3G	-0.16406	0.09219999999999998
TKT2	Sink_O2G	0.0007008	0.0006989387
TKT2	Sink_G6P	-0.044147	0.032614
TKT2	Sink_GLX	9.8218e-22	2.7089901782e-16
TKT2	Sink_H2O2	-1.3041e-21	3.001886959e-16
TKT2	Sink_OAA	0.087389	0.04212099999999999
TKT2	Sink_ACCOA	0.0064863	0.0110133
TKT2	Supply_COA	0.0064219	0.006547580000000001
TKT2	Supply_P_i	0.54208	0.25961
TKT2	Supply_FUM	-0.0068245	0.006629500000000001
FBPase	RuBisC	-0.039149	0.329109
FBPase	PGK	-0.00014499	0.01137799
FBPase	GAPD	-0.0001809	0.011553899999999999
FBPase	TPI	-0.034372	0.200258
FBPase	ALD	0.31392	0.22349000000000008
FBPase	TKT1	-0.21641	0.18594
FBPase	TKT2	0.17605	0.1663521
FBPase	FBPase	0.51062	0.2713
FBPase	FBA	-0.41066	0.356293
FBPase	SBPase	-0.33858	0.6453
FBPase	RPI	0.05656	0.10136
FBPase	RPE	-0.0075465	0.0567675
FBPase	PRK	0.14198	0.3893
FBPase	PGM	-0.016227	0.173487
FBPase	ENO	-0.0014999	0.0253989
FBPase	PYK	0.02712	0.07023599999999999
FBPase	PDH	-0.041204	0.078467
FBPase	XFPK1	-0.011039	0.07547799999999999
FBPase	XFPK2	9.051e-05	0.004238110000000001
FBPase	PTA	-0.0023856	0.0298774
FBPase	ATPSyn	0.042455	0.095152
FBPase	NADPase	0.024674	0.567326
FBPase	PNT	-0.0028524	0.0039193000000000006
FBPase	PGI	0.067284	0.080457
FBPase	ZWF	0.0002859	0.0020459000000000002
FBPase	DEVB	8.0018e-05	0.000832878
FBPase	GND	8.2515e-06	0.0001792815
FBPase	CS	-0.12196	0.16736
FBPase	ACO	0.15493	0.14472400000000002
FBPase	ICD	0.033252	0.03286305
FBPase	MDH	0.01019	0.021359000000000003
FBPase	PPK	0.0023269	0.0170701
FBPase	ME	0.0027114	0.0504806
FBPase	PGP	-5.7935e-20	2.18192065e-16
FBPase	GLCO	-4.3096e-21	1.039456904e-16
FBPase	RuBisO	0.1417	0.13630409999999998
FBPase	FUMC	-0.06696	0.0630758
FBPase	TAL	-0.57057	0.4485
FBPase	Sink_R5P	0.14098	0.21944000000000002
FBPase	Sink_E4P	0.025288	0.049208
FBPase	Sink_PYR	0.13186	0.12311920000000001
FBPase	Sink_P3G	0.10754	0.6699499999999999
FBPase	Sink_O2G	0.0079378	0.00814873
FBPase	Sink_G6P	0.22423	0.25509000000000004
FBPase	Sink_GLX	1.1943e-21	9.80791943e-17
FBPase	Sink_H2O2	-4.1914e-22	1.0854958086e-16
FBPase	Sink_OAA	0.42365	0.350343
FBPase	Sink_ACCOA	0.12433	0.14168000000000003
FBPase	Supply_COA	0.014653	0.058755
FBPase	Supply_P_i	0.17706	1.79866
FBPase	Supply_FUM	-0.048788	0.04782744
FBA	RuBisC	-0.020197	0.052386999999999996
FBA	PGK	0.0019636	0.00239809
FBA	GAPD	0.0020399	0.0024317
FBA	TPI	0.017823	0.024132
FBA	ALD	-0.02094	0.0148258
FBA	TKT1	0.020857	0.018018
FBA	TKT2	-0.01227	0.0146704
FBA	FBPase	-0.0011409	0.017341099999999998
FBA	FBA	0.044642	0.035707
FBA	SBPase	0.083025	0.0775678
FBA	RPI	-0.0009469	0.0137409
FBA	RPE	0.00248	0.007143399999999999
FBA	PRK	0.012033	0.06039599999999999
FBA	PGM	0.039419	0.0342878
FBA	ENO	0.0054258	0.005357461
FBA	PYK	0.011385	0.009313599999999998
FBA	PDH	0.0025912	0.0070752
FBA	XFPK1	0.012642	0.0109601
FBA	XFPK2	0.00056341	0.0005710900000000001
FBA	PTA	0.004662	0.00484881
FBA	ATPSyn	-0.0026032	0.0141418
FBA	NADPase	0.098819	0.114221
FBA	PNT	-8.8637e-05	0.00048567299999999994
FBA	PGI	-0.013048	0.01243145
FBA	ZWF	0.00065501	0.00047298
FBA	DEVB	0.00026471	0.00023590999999999998
FBA	GND	5.1058e-05	5.027119e-05
FBA	CS	0.0057614	0.010992600000000002
FBA	ACO	0.0028513	0.0075427
FBA	ICD	0.00048785	0.00190045
FBA	MDH	0.003312	0.003251571
FBA	PPK	0.0023301	0.00256078
FBA	ME	0.0050277	0.0062548000000000005
FBA	PGP	1.6112e-19	3.3268888000000004e-16
FBA	GLCO	-5.6555e-21	1.349643445e-16
FBA	RuBisO	0.037473	0.021762
FBA	FUMC	-0.0042376	0.0075323000000000005
FBA	TAL	0.042852	0.0403361
FBA	Sink_R5P	-0.049951	0.032954000000000004
FBA	Sink_E4P	-0.01429	0.007889
FBA	Sink_PYR	0.0068997	0.0114563
FBA	Sink_P3G	-0.20505	0.11681999999999998
FBA	Sink_O2G	6.5503e-05	0.000524107
FBA	Sink_G6P	-0.04157	0.0357591
FBA	Sink_GLX	5.9428e-22	1.4413940572e-16
FBA	Sink_H2O2	-9.5258e-22	1.6099095258e-16
FBA	Sink_OAA	0.058422	0.044475
FBA	Sink_ACCOA	0.000321	0.011446
FBA	Supply_COA	0.0043409	0.0064705000000000006
FBA	Supply_P_i	0.59406	0.31935
FBA	Supply_FUM	-0.0027249	0.005813899999999999
SBPase	RuBisC	-0.020197	0.052386999999999996
SBPase	PGK	0.0019636	0.00239809
SBPase	GAPD	0.0020399	0.0024317
SBPase	TPI	0.017823	0.024132
SBPase	ALD	-0.02094	0.0148258
SBPase	TKT1	0.020857	0.018018
SBPase	TKT2	-0.01227	0.0146704
SBPase	FBPase	-0.0011409	0.017341099999999998
SBPase	FBA	0.044642	0.035707
SBPase	SBPase	0.083025	0.0775678
SBPase	RPI	-0.0009469	0.0137409
SBPase	RPE	0.00248	0.007143399999999999
SBPase	PRK	0.012033	0.06039599999999999
SBPase	PGM	0.039419	0.0342878
SBPase	ENO	0.0054258	0.005357461
SBPase	PYK	0.011385	0.009313599999999998
SBPase	PDH	0.0025912	0.0070752
SBPase	XFPK1	0.012642	0.0109601
SBPase	XFPK2	0.00056341	0.0005710900000000001
SBPase	PTA	0.004662	0.00484881
SBPase	ATPSyn	-0.0026032	0.0141418
SBPase	NADPase	0.098819	0.114221
SBPase	PNT	-8.8637e-05	0.00048567299999999994
SBPase	PGI	-0.013048	0.01243145
SBPase	ZWF	0.00065501	0.00047298
SBPase	DEVB	0.00026471	0.00023590999999999998
SBPase	GND	5.1058e-05	5.027119e-05
SBPase	CS	0.0057614	0.010992600000000002
SBPase	ACO	0.0028513	0.0075427
SBPase	ICD	0.00048785	0.00190045
SBPase	MDH	0.003312	0.003251571
SBPase	PPK	0.0023301	0.00256078
SBPase	ME	0.0050277	0.0062548000000000005
SBPase	PGP	-2.0264e-20	7.101273599999999e-17
SBPase	GLCO	3.2078e-21	3.5982207800000004e-17
SBPase	RuBisO	0.037473	0.021762
SBPase	FUMC	-0.0042376	0.0075323000000000005
SBPase	TAL	0.042852	0.0403361
SBPase	Sink_R5P	-0.049951	0.032954000000000004
SBPase	Sink_E4P	-0.01429	0.007889
SBPase	Sink_PYR	0.0068997	0.0114563
SBPase	Sink_P3G	-0.20505	0.11681999999999998
SBPase	Sink_O2G	6.5503e-05	0.000524107
SBPase	Sink_G6P	-0.04157	0.0357591
SBPase	Sink_GLX	-5.0979e-23	3.4500949021e-17
SBPase	Sink_H2O2	5.6113e-23	3.8305056113e-17
SBPase	Sink_OAA	0.058422	0.044475
SBPase	Sink_ACCOA	0.000321	0.011446
SBPase	Supply_COA	0.0043409	0.0064705000000000006
SBPase	Supply_P_i	0.59406	0.31935
SBPase	Supply_FUM	-0.0027249	0.005813899999999999
RPI	RuBisC	-0.012371	0.059658
RPI	PGK	0.001253	0.00205807
RPI	GAPD	0.0013142	0.0020838
RPI	TPI	0.011895	0.0165661
RPI	ALD	-0.0069068	0.0068982641
RPI	TKT1	0.0090602	0.0105218
RPI	TKT2	-0.0029127	0.0109893
RPI	FBPase	0.015822	0.011960499999999999
RPI	FBA	0.021315	0.0202342
RPI	SBPase	0.057335	0.052923899999999996
RPI	RPI	0.0080378	0.0137829
RPI	RPE	0.0025957	0.0057178
RPI	PRK	0.050583	0.052561300000000005
RPI	PGM	0.034658	0.0329111
RPI	ENO	0.0046661	0.00491529
RPI	PYK	0.015354	0.009092
RPI	PDH	0.00019925	0.007006350000000001
RPI	XFPK1	0.013095	0.010282999999999999
RPI	XFPK2	0.00063338	0.000543562
RPI	PTA	0.0051388	0.00502681
RPI	ATPSyn	-0.00058677	0.01505277
RPI	NADPase	0.076679	0.101748
RPI	PNT	-0.0003556	0.0005292200000000001
RPI	PGI	-0.010935	0.01046305
RPI	ZWF	-7.6036e-06	0.0002347264
RPI	DEVB	-1.9691e-06	9.60231e-05
RPI	GND	-1.2885e-07	2.054185e-05
RPI	CS	0.00078481	0.00999219
RPI	ACO	0.012006	0.009651
RPI	ICD	0.0029421	0.0027449
RPI	MDH	0.0050838	0.0037999
RPI	PPK	0.0034023	0.00315315
RPI	ME	0.0061138	0.00696931
RPI	PGP	2.8903e-19	2.7007902999999997e-16
RPI	GLCO	6.4975e-21	9.74125025e-17
RPI	RuBisO	0.05085	0.019559
RPI	FUMC	-0.010301	0.0085948
RPI	TAL	0.012576	0.02756
RPI	Sink_R5P	-0.07763	0.026722000000000003
RPI	Sink_E4P	-0.014489	0.0062561000000000005
RPI	Sink_PYR	0.018017	0.014317199999999999
RPI	Sink_P3G	-0.14822	0.092273
RPI	Sink_O2G	0.00074505	0.0007428012
RPI	Sink_G6P	-0.034526	0.0308929
RPI	Sink_GLX	1.98e-21	1.0267802e-16
RPI	Sink_H2O2	6.6913e-23	1.14929933087e-16
RPI	Sink_OAA	0.095723	0.04439699999999999
RPI	Sink_ACCOA	0.0067037	0.011543600000000001
RPI	Supply_COA	0.0067843	0.00690763
RPI	Supply_P_i	0.51869	0.26211000000000007
RPI	Supply_FUM	-0.0077606	0.007246590000000001
RPE	RuBisC	-0.0093673	0.0558837
RPE	PGK	0.0018013	0.00218503
RPE	GAPD	0.0018756	0.0022119
RPE	TPI	0.0055874	0.014212599999999999
RPE	ALD	-0.0060893	0.00596878
RPE	TKT1	0.01263	0.0112891
RPE	TKT2	0.00029495	0.010210450000000001
RPE	FBPase	0.011896	0.010389
RPE	FBA	0.014374	0.015329
RPE	SBPase	0.039209	0.0419335
RPE	RPI	0.0026907	0.010473300000000001
RPE	RPE	0.0056305	0.005720622
RPE	PRK	0.047761	0.0491628
RPE	PGM	0.033518	0.032185399999999996
RPE	ENO	0.0044548	0.00482149
RPE	PYK	0.016128	0.0085568
RPE	PDH	0.0037467	0.0058209
RPE	XFPK1	-0.00023511	0.00661989
RPE	XFPK2	-7.7196e-05	0.000357454
RPE	PTA	-6.9829e-05	0.002729271
RPE	ATPSyn	0.014356	0.01448481
RPE	NADPase	0.090358	0.103912
RPE	PNT	-0.00019927	0.00050652
RPE	PGI	-0.012907	0.0110596
RPE	ZWF	2.0478e-05	0.000211008
RPE	DEVB	5.6859e-06	8.52101e-05
RPE	GND	5.023e-07	1.81883e-05
RPE	CS	0.00097847	0.00826317
RPE	ACO	0.0089257	0.0076079
RPE	ICD	0.0021057	0.002020328
RPE	MDH	0.0052694	0.0036997999999999996
RPE	PPK	0.0032207	0.00295334
RPE	ME	0.0074593	0.0068027
RPE	PGP	2.3323e-19	4.3814676999999997e-16
RPE	GLCO	7.7965e-21	1.502377965e-16
RPE	RuBisO	0.046986	0.018878000000000006
RPE	FUMC	-0.0079412	0.0078058
RPE	TAL	0.0024208	0.0245818
RPE	Sink_R5P	-0.023907	0.023941523000000003
RPE	Sink_E4P	-0.0090309	0.005776100000000001
