Target	Effector	Median_FCC	MAD
ALD	TKT2	0.16219	0.146299
ALD	FBPase	0.58171	0.26919999999999994
ALD	FBA	-0.32803	0.294433
ALD	SBPase	-0.18103	0.53095
ALD	RPI	0.063746	0.06603400000000001
ALD	RPE	-0.00080792	0.036481919999999994
ALD	PRK	0.20299	0.22215200000000002
ALD	PGM	0.013401	0.10010899999999999
ALD	ENO	0.0014123	0.0143867
ALD	PYK	0.032858	0.0341538
ALD	PDH	0.0060813	0.0113861
ALD	XFPK1	0.016229	0.025793999999999997
ALD	XFPK2	0.0018136	0.001742943
ALD	PTA	0.0062316	0.0100857
ALD	ATPSyn	0.0025109	0.037041099999999993
ALD	NADPase	-0.00010413	0.29782412999999996
ALD	PNT	-0.00017932	0.00105888
ALD	PGI	0.019017	0.047424999999999995
ALD	ZWF	0.00037925	0.00132155
ALD	DEVB	0.00012012	0.00053196
ALD	GND	1.6398e-05	0.00011470199999999999
ALD	CS	0.011201	0.012827000000000002
ALD	ACO	0.0039548	0.0050317
ALD	ICD	0.00087076	0.0011895400000000002
ALD	MDH	0.0095189	0.0102701
ALD	PPK	0.0065295	0.00746168
ALD	ME	0.011628	0.017269899999999998
ALD	PGP	-1.0575e-19	4.3918425e-16
ALD	GLCO	-1.0704e-21	1.9113892960000002e-16
ALD	RuBisO	0.075169	0.0811021
ALD	FUMC	-0.01383	0.018879800000000002
ALD	TAL	-0.52155	0.39898
ALD	Sink_R5P	0.026757	0.136313
ALD	Sink_E4P	0.0049167	0.031110300000000004
ALD	Sink_PYR	0.011828	0.022251
ALD	Sink_P3G	-0.0325	0.42303999999999997
ALD	Sink_O2G	0.00017454	0.00031432000000000004
ALD	Sink_G6P	0.067042	0.15212900000000001
ALD	Sink_GLX	-5.3028e-21	1.9667530279999999e-16
ALD	Sink_H2O2	2.6624e-22	2.2018026624000002e-16
ALD	Sink_OAA	0.16116	0.1675903
ALD	Sink_ACCOA	-0.001594	0.012927
ALD	Supply_COA	0.0036972	0.010944800000000001
ALD	Supply_P_i	0.25988	1.14641
ALD	Supply_FUM	-0.0094734	0.013688599999999999
TKT1	RuBisC	-0.001199	0.061583000000000006
TKT1	PGK	0.0018223	0.00242828
TKT1	GAPD	0.0019076	0.00246619
TKT1	TPI	0.00050884	0.01649416
TKT1	ALD	-0.005709	0.00629579
TKT1	TKT1	0.015249	0.013657999999999998
TKT1	TKT2	0.002851	0.012112399999999999
TKT1	FBPase	0.009485	0.012369999999999999
TKT1	FBA	0.0086425	0.0179768
TKT1	SBPase	0.025548	0.048724
TKT1	RPI	0.0056698	0.011885699999999999
TKT1	RPE	0.0071508	0.007084391
TKT1	PRK	0.066213	0.053169999999999995
TKT1	PGM	0.033276	0.0363142
TKT1	ENO	0.0042234	0.0053816
TKT1	PYK	0.019578	0.009599
TKT1	PDH	0.010171	0.006232000000000001
TKT1	XFPK1	-0.012982	0.0096076
TKT1	XFPK2	0.0022912	0.0005134999999999996
TKT1	PTA	-0.0022376	0.0043873
TKT1	ATPSyn	0.027819	0.0221333
TKT1	NADPase	0.083913	0.105601
TKT1	PNT	-2.38e-05	0.00053489
TKT1	PGI	-0.012218	0.01126699
TKT1	ZWF	1.6604e-05	0.000232004
TKT1	DEVB	4.5465e-06	9.38615e-05
TKT1	GND	3.7776e-07	2.007724e-05
TKT1	CS	0.0052589	0.00457137
TKT1	ACO	0.0019198	0.0019123000000000002
TKT1	ICD	0.00040483	0.000421917
TKT1	MDH	0.0061604	0.004214600000000001
TKT1	PPK	0.0037108	0.00327897
TKT1	ME	0.010175	0.007969
TKT1	PGP	-3.8403e-19	6.060440299999999e-16
TKT1	GLCO	-1.8655e-20	2.11988655e-16
TKT1	RuBisO	0.045239	0.020792
TKT1	FUMC	-0.0049408	0.007436
TKT1	TAL	-0.0026946	0.028043600000000002
TKT1	Sink_R5P	-0.023354	0.0259513
TKT1	Sink_E4P	-0.0027092	0.0061728
TKT1	Sink_PYR	0.0032624	0.010573599999999999
TKT1	Sink_P3G	-0.15343	0.09280999999999998
TKT1	Sink_O2G	8.9246e-05	0.00010744300000000001
TKT1	Sink_G6P	-0.039418	0.032959999999999996
TKT1	Sink_GLX	-3.7749e-22	2.3279962251e-16
TKT1	Sink_H2O2	-2.5557e-22	2.5785025556999997e-16
TKT1	Sink_OAA	0.08086	0.044133
TKT1	Sink_ACCOA	-0.0023961	0.006367
TKT1	Supply_COA	-0.00035941	0.00498061
TKT1	Supply_P_i	0.50916	0.26975999999999994
TKT1	Supply_FUM	-0.0032521	0.0056613
TKT2	RuBisC	-0.011956	0.054211
TKT2	PGK	0.0015688	0.0022193
TKT2	GAPD	0.0016409	0.00225105
TKT2	TPI	0.013925	0.018861999999999997
TKT2	ALD	-0.0077528	0.007830199999999999
TKT2	TKT1	0.011833	0.01212103
TKT2	TKT2	-0.0015622	0.0123328
TKT2	FBPase	0.017619	0.014063099999999999
TKT2	FBA	0.025041	0.0237395
TKT2	SBPase	0.067215	0.06269
TKT2	RPI	0.0013039	0.011590099999999999
TKT2	RPE	0.0053513	0.0064516999999999994
TKT2	PRK	0.040813	0.051956
TKT2	PGM	0.040071	0.033217800000000006
TKT2	ENO	0.0055945	0.0054099
TKT2	PYK	0.01499	0.008593
TKT2	PDH	0.0038576	0.004567300000000001
TKT2	XFPK1	0.016558	0.0101852
TKT2	XFPK2	0.00080194	0.00053578
TKT2	PTA	0.0072719	0.0062232
TKT2	ATPSyn	-0.0035405	0.014265499999999999
TKT2	NADPase	0.083424	0.103246
TKT2	PNT	-0.00011385	0.00042603
TKT2	PGI	-0.017531	0.014068300000000002
TKT2	ZWF	4.506e-05	0.00025201
TKT2	DEVB	1.2903e-05	0.000101611
TKT2	GND	1.327e-06	2.1733e-05
TKT2	CS	0.0071056	0.0051704
TKT2	ACO	0.0028807	0.00263176
TKT2	ICD	0.00062179	0.000599558
TKT2	MDH	0.004697	0.0035367999999999997
TKT2	PPK	0.0034817	0.0030544
TKT2	ME	0.0069728	0.006302240000000001
TKT2	PGP	-4.2991e-19	7.0414009e-16
TKT2	GLCO	0.0	2.4347e-16
TKT2	RuBisO	0.043897	0.01968
TKT2	FUMC	-0.0057685	0.0067585
TKT2	TAL	0.010002	0.03114
TKT2	Sink_R5P	-0.033285	0.027942999999999996
TKT2	Sink_E4P	-0.016759	0.006687
TKT2	Sink_PYR	0.0078492	0.0091117
TKT2	Sink_P3G	-0.17507	0.09890600000000001
TKT2	Sink_O2G	0.00015374	0.00015355492
TKT2	Sink_G6P	-0.052578	0.036719
TKT2	Sink_GLX	4.6894e-21	2.6714468939999997e-16
TKT2	Sink_H2O2	0.0	2.9596e-16
TKT2	Sink_OAA	0.074042	0.040847999999999995
TKT2	Sink_ACCOA	-0.00086929	0.00618711
TKT2	Supply_COA	0.0050189	0.00542596
TKT2	Supply_P_i	0.5533	0.27849
TKT2	Supply_FUM	-0.0040333	0.0051826
FBPase	RuBisC	0.0072161	0.1813861
FBPase	PGK	-3.8402e-05	0.006818602
FBPase	GAPD	-4.9915e-05	0.006942085
FBPase	TPI	-0.009906	0.151234
FBPase	ALD	0.27335	0.20857000000000003
FBPase	TKT1	-0.18696	0.15973
FBPase	TKT2	0.16219	0.146299
FBPase	FBPase	0.58171	0.26919999999999994
FBPase	FBA	-0.32803	0.294433
FBPase	SBPase	-0.18103	0.53095
FBPase	RPI	0.063746	0.06603400000000001
FBPase	RPE	-0.00080792	0.036481919999999994
FBPase	PRK	0.20299	0.22215200000000002
FBPase	PGM	0.013401	0.10010899999999999
FBPase	ENO	0.0014123	0.0143867
FBPase	PYK	0.032858	0.0341538
FBPase	PDH	0.0060813	0.0113861
FBPase	XFPK1	0.016229	0.025793999999999997
FBPase	XFPK2	0.0018136	0.001742943
FBPase	PTA	0.0062316	0.0100857
FBPase	ATPSyn	0.0025109	0.037041099999999993
FBPase	NADPase	-0.00010413	0.29782412999999996
FBPase	PNT	-0.00017932	0.00105888
FBPase	PGI	0.019017	0.047424999999999995
FBPase	ZWF	0.00037925	0.00132155
FBPase	DEVB	0.00012012	0.00053196
FBPase	GND	1.6398e-05	0.00011470199999999999
FBPase	CS	0.011201	0.012827000000000002
FBPase	ACO	0.0039548	0.0050317
FBPase	ICD	0.00087076	0.0011895400000000002
FBPase	MDH	0.0095189	0.0102701
FBPase	PPK	0.0065295	0.00746168
FBPase	ME	0.011628	0.017269899999999998
FBPase	PGP	-1.3571e-20	1.2826357099999998e-16
FBPase	GLCO	-6.54e-21	6.417346e-17
FBPase	RuBisO	0.075169	0.0811021
FBPase	FUMC	-0.01383	0.018879800000000002
FBPase	TAL	-0.52155	0.39898
FBPase	Sink_R5P	0.026757	0.136313
FBPase	Sink_E4P	0.0049167	0.031110300000000004
FBPase	Sink_PYR	0.011828	0.022251
FBPase	Sink_P3G	-0.0325	0.42303999999999997
FBPase	Sink_O2G	0.00017454	0.00031432000000000004
FBPase	Sink_G6P	0.067042	0.15212900000000001
FBPase	Sink_GLX	4.167e-22	6.02244167e-17
FBPase	Sink_H2O2	0.0	6.7258e-17
FBPase	Sink_OAA	0.16116	0.1675903
FBPase	Sink_ACCOA	-0.001594	0.012927
FBPase	Supply_COA	0.0036972	0.010944800000000001
FBPase	Supply_P_i	0.25988	1.14641
FBPase	Supply_FUM	-0.0094734	0.013688599999999999
FBA	RuBisC	-0.019574	0.050780000000000006
FBA	PGK	0.0019339	0.0023772000000000003
FBA	GAPD	0.0020128	0.0024135999999999997
FBA	TPI	0.018149	0.024642999999999998
FBA	ALD	-0.020887	0.015423000000000003
FBA	TKT1	0.021424	0.0185461
FBA	TKT2	-0.012745	0.0150485
FBA	FBPase	-0.0011169	0.0195111
FBA	FBA	0.045656	0.037154999999999994
FBA	SBPase	0.087367	0.0835029
FBA	RPI	-0.001039	0.01374
FBA	RPE	0.0025996	0.007102299999999999
FBA	PRK	0.011809	0.058507
FBA	PGM	0.039548	0.0335407
FBA	ENO	0.005474	0.005332
FBA	PYK	0.01129	0.008707999999999999
FBA	PDH	0.0029036	0.0041579
FBA	XFPK1	0.013463	0.010113
FBA	XFPK2	0.00059858	0.0005256120000000001
FBA	PTA	0.0053467	0.00506641
FBA	ATPSyn	-0.00351	0.012598999999999999
FBA	NADPase	0.095884	0.110217
FBA	PNT	-5.3274e-05	0.00038187599999999996
FBA	PGI	-0.0137	0.01281493
FBA	ZWF	0.00065602	0.00047941
FBA	DEVB	0.00026312	0.00023612299999999998
FBA	GND	5.054e-05	4.989458e-05
FBA	CS	0.0053742	0.0045527399999999996
FBA	ACO	0.0020136	0.001981655
FBA	ICD	0.00042423	0.000435439
FBA	MDH	0.003279	0.00314368
FBA	PPK	0.0023468	0.00237696
FBA	ME	0.0050718	0.005430999999999999
FBA	PGP	2.3859e-19	3.0780858999999997e-16
FBA	GLCO	1.843e-21	1.26298157e-16
FBA	RuBisO	0.036424	0.02173
FBA	FUMC	-0.0034619	0.0066111
FBA	TAL	0.044007	0.041540099999999996
FBA	Sink_R5P	-0.051047	0.033193999999999994
FBA	Sink_E4P	-0.01452	0.007938299999999999
FBA	Sink_PYR	0.0049343	0.008252700000000002
FBA	Sink_P3G	-0.20719	0.11725000000000001
FBA	Sink_O2G	9.4982e-05	0.00011351500000000001
FBA	Sink_G6P	-0.042993	0.0362238
FBA	Sink_GLX	-1.2163e-21	1.352312163e-16
FBA	Sink_H2O2	-6.0006e-24	1.5099000600059999e-16
FBA	Sink_OAA	0.05625	0.042651
FBA	Sink_ACCOA	-0.00035545	0.00538785
FBA	Supply_COA	0.003761	0.004639299999999999
FBA	Supply_P_i	0.59534	0.32011999999999996
FBA	Supply_FUM	-0.0021925	0.005078
SBPase	RuBisC	-0.019574	0.050780000000000006
SBPase	PGK	0.0019339	0.0023772000000000003
SBPase	GAPD	0.0020128	0.0024135999999999997
SBPase	TPI	0.018149	0.024642999999999998
SBPase	ALD	-0.020887	0.015423000000000003
SBPase	TKT1	0.021424	0.0185461
SBPase	TKT2	-0.012745	0.0150485
SBPase	FBPase	-0.0011169	0.0195111
SBPase	FBA	0.045656	0.037154999999999994
SBPase	SBPase	0.087367	0.0835029
SBPase	RPI	-0.001039	0.01374
SBPase	RPE	0.0025996	0.007102299999999999
SBPase	PRK	0.011809	0.058507
SBPase	PGM	0.039548	0.0335407
SBPase	ENO	0.005474	0.005332
SBPase	PYK	0.01129	0.008707999999999999
SBPase	PDH	0.0029036	0.0041579
SBPase	XFPK1	0.013463	0.010113
SBPase	XFPK2	0.00059858	0.0005256120000000001
SBPase	PTA	0.0053467	0.00506641
SBPase	ATPSyn	-0.00351	0.012598999999999999
SBPase	NADPase	0.095884	0.110217
SBPase	PNT	-5.3274e-05	0.00038187599999999996
SBPase	PGI	-0.0137	0.01281493
SBPase	ZWF	0.00065602	0.00047941
SBPase	DEVB	0.00026312	0.00023612299999999998
SBPase	GND	5.054e-05	4.989458e-05
SBPase	CS	0.0053742	0.0045527399999999996
SBPase	ACO	0.0020136	0.001981655
SBPase	ICD	0.00042423	0.000435439
SBPase	MDH	0.003279	0.00314368
SBPase	PPK	0.0023468	0.00237696
SBPase	ME	0.0050718	0.005430999999999999
SBPase	PGP	-5.8313e-20	6.5562687e-17
SBPase	GLCO	-5.0409e-22	3.362850409e-17
SBPase	RuBisO	0.036424	0.02173
SBPase	FUMC	-0.0034619	0.0066111
SBPase	TAL	0.044007	0.041540099999999996
SBPase	Sink_R5P	-0.051047	0.033193999999999994
SBPase	Sink_E4P	-0.01452	0.007938299999999999
SBPase	Sink_PYR	0.0049343	0.008252700000000002
SBPase	Sink_P3G	-0.20719	0.11725000000000001
SBPase	Sink_O2G	9.4982e-05	0.00011351500000000001
SBPase	Sink_G6P	-0.042993	0.0362238
SBPase	Sink_GLX	4.1165e-22	3.225041165e-17
SBPase	Sink_H2O2	-3.9131e-24	3.56100039131e-17
SBPase	Sink_OAA	0.05625	0.042651
SBPase	Sink_ACCOA	-0.00035545	0.00538785
SBPase	Supply_COA	0.003761	0.004639299999999999
SBPase	Supply_P_i	0.59534	0.32011999999999996
SBPase	Supply_FUM	-0.0021925	0.005078
RPI	RuBisC	-0.0075091	0.060072099999999996
RPI	PGK	0.0012385	0.00219983
RPI	GAPD	0.0013003	0.00223128
RPI	TPI	0.0136	0.018911999999999998
RPI	ALD	-0.0078853	0.008008699999999999
RPI	TKT1	0.010236	0.0120488
RPI	TKT2	-0.0034166	0.012412399999999999
RPI	FBPase	0.018383	0.0145088
RPI	FBA	0.02492	0.02384
RPI	SBPase	0.068004	0.0637127
RPI	RPI	0.0083987	0.0148341
RPI	RPE	0.0033347	0.0063517
RPI	PRK	0.05539	0.053509999999999995
RPI	PGM	0.038739	0.034924000000000004
RPI	ENO	0.0052835	0.0053375
RPI	PYK	0.016487	0.009167999999999999
RPI	PDH	0.0040427	0.0048696
RPI	XFPK1	0.017628	0.010709
RPI	XFPK2	0.00086145	0.0005652700000000001
RPI	PTA	0.0077821	0.0066237
RPI	ATPSyn	-0.0035378	0.015337199999999999
RPI	NADPase	0.071295	0.100936
RPI	PNT	-0.00013807	0.00045571
RPI	PGI	-0.014059	0.012599
RPI	ZWF	-3.7081e-07	0.00026018081
RPI	DEVB	-9.6353e-08	0.000106026353
RPI	GND	-5.5658e-09	2.26294342e-05
RPI	CS	0.0076038	0.0055186
RPI	ACO	0.0030864	0.00281258
RPI	ICD	0.00066731	0.000642199
RPI	MDH	0.0052201	0.0038321
RPI	PPK	0.0038456	0.00333682
RPI	ME	0.0075136	0.00682613
RPI	PGP	5.0519e-20	2.6956948099999998e-16
RPI	GLCO	2.4668e-21	9.677546679999999e-17
RPI	RuBisO	0.04686	0.020443000000000003
RPI	FUMC	-0.0066884	0.0070906
RPI	TAL	0.014554	0.031424
RPI	Sink_R5P	-0.083689	0.028873999999999997
RPI	Sink_E4P	-0.015646	0.006775400000000001
RPI	Sink_PYR	0.0088155	0.0097375
RPI	Sink_P3G	-0.15987	0.09903500000000001
RPI	Sink_O2G	0.00016581	0.00016556923000000002
RPI	Sink_G6P	-0.043034	0.0349442
RPI	Sink_GLX	-3.2318e-21	1.019032318e-16
RPI	Sink_H2O2	5.1592e-22	1.1376051592e-16
RPI	Sink_OAA	0.081573	0.043167
RPI	Sink_ACCOA	-0.0010216	0.0065795
RPI	Supply_COA	0.0053005	0.005756379999999999
RPI	Supply_P_i	0.53102	0.28198
RPI	Supply_FUM	-0.0047594	0.00546102
RPE	RuBisC	-0.0059622	0.0559032
RPE	PGK	0.0017853	0.0022747
RPE	GAPD	0.0018644	0.0023056
RPE	TPI	0.0066782	0.0159948
RPE	ALD	-0.0068149	0.006798068
RPE	TKT1	0.013556	0.0123613
RPE	TKT2	0.00010903	0.011403970000000001
RPE	FBPase	0.013873	0.0125045
RPE	FBA	0.016972	0.0180755
RPE	SBPase	0.046679	0.050223000000000004
RPE	RPI	0.0029116	0.011089
RPE	RPE	0.0063128	0.006288595
RPE	PRK	0.051651	0.0497786
RPE	PGM	0.036887	0.033659999999999995
RPE	ENO	0.0049728	0.0051342
RPE	PYK	0.017102	0.008597299999999999
RPE	PDH	0.0070697	0.0048376
RPE	XFPK1	0.0016914	0.0059166
RPE	XFPK2	2.2514e-05	0.00032178400000000003
RPE	PTA	0.00040239	0.0024397100000000003
RPE	ATPSyn	0.011297	0.013238000000000002
RPE	NADPase	0.086556	0.103241
RPE	PNT	-5.4366e-05	0.000460156
RPE	PGI	-0.015391	0.0126178
RPE	ZWF	2.9068e-05	0.00023130200000000002
RPE	DEVB	8.1962e-06	9.33338e-05
RPE	GND	7.641e-07	1.99261e-05
RPE	CS	0.0060493	0.004600999999999999
RPE	ACO	0.0024003	0.00222602
RPE	ICD	0.00051764	0.000503345
RPE	MDH	0.0054128	0.0037259
RPE	PPK	0.0035943	0.0031073999999999997
RPE	ME	0.0086836	0.0069245
RPE	PGP	0.0	4.3625e-16
